timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-11-03T14:15:58,codecarbon,125ad77f-f2e0-4649-8fbb-aa85c1706efa,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,6.143073600003845,8.063495492700044e-06,1.312615804032528e-06,14.0,0.0,5.8999457359313965,2.3886026888883665e-05,0,1.0052814945965777e-05,3.393884183484944e-05,United Kingdom,GBR,scotland,,,Windows-10-10.0.22631-SP0,3.11.9,2.7.2,8,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,,,-2.9775,56.4597,15.73318862915039,machine,N,1.0
2024-11-03T14:16:07,codecarbon,bf55e171-c328-40d5-8fc5-8798a4e13934,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.029870099999243394,3.568413319291954e-08,1.1946439146110464e-06,14.0,0.0,5.8999457359313965,1.1446361108230323e-07,0,3.5729088044842986e-08,1.501926991271462e-07,United Kingdom,GBR,scotland,,,Windows-10-10.0.22631-SP0,3.11.9,2.7.2,8,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,,,-2.9775,56.4597,15.73318862915039,machine,N,1.0
